"vrq","attain","pid","sex","sc","sid","fed","choice","med","cons","pupil"
101,3,71,"Female",0,11,0,1,0,1,13
88,2,71,"Male",0,11,0,1,0,1,11
105,6,71,"Female",20,11,1,1,1,1,14
93,4,71,"Female",0,11,0,1,0,1,9
106,7,71,"Male",0,11,1,1,0,1,12
121,10,74,"Male",20,11,1,1,1,1,5
114,10,74,"Female",1,11,1,1,1,1,4
86,4,74,"Female",0,11,0,1,1,1,3
83,2,74,"Female",0,11,0,1,0,1,2
99,3,74,"Male",0,11,0,4,0,1,1
107,7,75,"Female",31,11,0,1,1,1,1
107,10,75,"Male",20,11,0,1,0,1,2
98,5,75,"Female",0,11,0,1,1,1,3
73,3,75,"Male",0,11,1,1,0,1,4
89,3,78,"Male",1,11,0,1,1,1,29
108,10,79,"Female",0,11,0,1,0,1,1
103,3,79,"Female",0,11,1,4,0,1,2
94,5,79,"Female",0,11,0,1,0,1,16
103,2,79,"Female",0,11,0,4,1,1,6
85,2,79,"Male",31,11,1,1,1,1,5
99,5,79,"Female",0,11,0,1,0,1,11
115,10,79,"Female",20,11,0,1,0,1,14
105,5,79,"Male",20,11,0,1,0,1,15
91,3,79,"Male",0,11,0,1,0,1,10
92,3,79,"Male",0,11,0,1,0,1,8
103,5,79,"Female",20,11,0,1,0,1,7
107,10,79,"Male",0,11,0,1,1,1,3
102,6,79,"Female",0,11,0,1,0,1,12
110,10,79,"Female",20,11,0,1,0,1,13
108,8,79,"Male",0,11,0,1,1,1,9
105,5,79,"Male",0,11,0,1,0,1,4
119,8,81,"Male",0,11,0,1,0,1,4
103,5,81,"Female",31,11,0,1,0,1,2
103,4,81,"Female",0,11,0,1,0,1,1
88,4,81,"Male",1,11,0,1,0,1,3
93,2,84,"Male",0,11,0,4,0,1,3
70,2,84,"Male",0,11,0,1,0,1,1
93,8,84,"Male",0,11,0,1,0,1,2
80,2,89,"Male",0,11,0,1,0,1,4
94,4,89,"Female",31,11,1,1,0,1,6
84,3,89,"Female",20,11,0,1,0,1,1
94,4,89,"Female",0,11,0,1,1,1,3
78,2,89,"Male",0,11,0,1,0,1,7
112,3,89,"Male",0,11,0,1,0,1,2
83,3,89,"Female",0,11,0,1,0,1,8
94,1,91,"Female",0,11,1,1,1,1,2
99,3,91,"Female",0,11,0,1,0,1,1
99,3,91,"Female",0,11,1,1,0,1,3
121,10,94,"Female",1,11,0,2,0,1,7
94,4,112,"Male",0,11,0,1,0,1,2
84,2,121,"Female",31,11,0,1,0,1,15
73,3,148,"Male",0,11,0,1,1,1,1
110,10,18,"Female",20,12,0,1,0,1,30
76,4,54,"Male",20,12,1,1,1,1,5
91,4,54,"Male",0,12,1,1,1,1,4
85,5,54,"Male",20,12,0,1,1,1,1
94,5,54,"Male",20,12,0,1,0,1,3
102,9,54,"Male",20,12,0,1,0,1,2
85,2,56,"Female",0,12,0,1,0,1,1
130,9,56,"Female",20,12,1,1,1,1,2
103,6,57,"Male",20,12,1,2,1,1,10
111,6,57,"Male",20,12,1,1,0,1,6
88,5,58,"Female",20,12,1,1,1,1,4
120,10,58,"Female",1,12,1,2,0,1,5
96,2,65,"Male",20,12,0,1,0,1,2
98,10,65,"Male",1,12,1,1,1,1,1
80,8,65,"Male",0,12,0,1,0,1,3
86,2,65,"Male",0,12,1,1,1,1,5
96,8,65,"Female",20,12,0,1,0,1,4
116,2,69,"Male",0,12,0,1,0,1,3
105,2,69,"Female",0,12,0,1,0,1,4
89,3,69,"Male",0,12,0,1,1,1,7
84,5,69,"Male",0,12,0,2,0,1,6
110,2,69,"Male",0,12,0,1,0,1,2
88,2,69,"Male",0,12,0,1,1,1,8
98,4,69,"Male",20,12,1,1,0,1,5
109,9,69,"Female",31,12,0,1,0,1,1
134,10,70,"Female",0,12,0,2,1,1,1
96,6,70,"Female",20,12,0,2,1,1,7
127,10,70,"Male",20,12,1,2,1,1,4
98,8,70,"Female",0,12,0,2,1,1,3
105,7,72,"Female",0,12,0,1,0,1,6
98,3,72,"Female",0,12,0,1,1,1,3
118,10,72,"Male",20,12,1,2,0,1,4
82,2,72,"Female",0,12,0,1,0,1,7
92,10,72,"Female",1,12,1,1,1,1,1
91,6,72,"Male",20,12,0,1,1,1,2
105,7,76,"Male",0,12,0,1,0,1,9
107,5,76,"Female",0,12,0,1,0,1,7
108,5,76,"Female",0,12,1,1,1,1,6
81,3,76,"Male",20,12,1,1,1,1,2
110,8,76,"Male",0,12,0,1,0,1,5
86,5,76,"Female",0,12,0,1,0,1,8
84,2,76,"Male",0,12,0,1,0,1,12
100,9,76,"Female",20,12,0,1,0,1,13
93,3,76,"Female",0,12,0,1,0,1,3
89,4,76,"Male",20,12,1,1,1,1,4
96,9,76,"Female",20,12,0,1,0,1,10
98,4,76,"Male",0,12,0,4,0,1,1
106,7,76,"Male",0,12,0,1,0,1,11
102,9,78,"Female",20,12,0,1,0,1,15
100,5,78,"Female",0,12,0,1,1,1,18
95,10,78,"Male",1,12,1,2,1,1,13
92,3,78,"Male",0,12,0,1,0,1,12
96,8,78,"Female",31,12,1,1,0,1,16
100,3,78,"Female",0,12,0,1,0,1,1
86,5,78,"Female",20,12,1,1,1,1,30
124,10,78,"Male",20,12,0,1,1,1,14
113,10,78,"Female",1,12,1,1,1,1,2
109,10,78,"Female",1,12,1,1,1,1,19
117,9,78,"Male",31,12,1,1,1,1,28
77,3,78,"Female",0,12,0,1,0,1,24
91,10,78,"Male",20,12,0,1,0,1,26
117,10,78,"Female",20,12,0,1,1,1,25
120,10,78,"Female",1,12,1,1,1,1,20
107,6,78,"Male",20,12,0,1,0,1,22
110,9,78,"Female",1,12,1,1,1,1,27
106,7,78,"Female",20,12,1,1,1,1,23
90,5,78,"Female",0,12,1,1,1,1,21
88,5,78,"Female",0,12,0,1,1,1,17
103,9,78,"Female",0,12,0,1,1,1,4
94,5,78,"Male",20,12,0,4,0,1,11
109,9,78,"Female",0,12,0,1,0,1,10
76,3,78,"Male",0,12,0,1,0,1,3
103,8,78,"Female",1,12,1,1,1,1,6
114,9,78,"Female",0,12,0,1,1,1,5
105,7,78,"Female",0,12,0,1,0,1,8
108,10,78,"Male",20,12,0,1,0,1,7
94,5,78,"Male",0,12,0,1,1,1,9
91,3,80,"Female",20,12,1,1,1,1,2
86,3,80,"Male",0,12,0,1,0,1,1
106,8,83,"Male",20,12,1,1,0,1,2
108,8,85,"Male",0,12,0,1,0,1,2
88,2,85,"Male",0,12,0,1,1,1,28
77,1,85,"Male",0,12,0,1,0,1,5
118,10,85,"Female",0,12,0,1,0,1,7
101,9,85,"Female",31,12,0,1,1,1,4
105,7,85,"Male",31,12,0,1,0,1,13
108,9,85,"Male",20,12,1,1,0,1,20
114,10,85,"Male",1,12,0,4,0,1,6
102,7,85,"Male",20,12,0,1,0,1,24
130,10,85,"Female",31,12,0,1,1,1,29
113,10,85,"Female",1,12,1,1,1,1,3
95,4,85,"Female",0,12,0,1,0,1,9
140,10,85,"Male",1,12,1,1,1,1,25
83,1,85,"Female",0,12,0,4,1,1,11
105,7,85,"Female",0,12,0,1,0,1,12
98,5,85,"Male",0,12,1,1,1,1,10
96,10,85,"Male",20,12,0,1,0,1,8
92,8,85,"Female",20,12,1,1,1,1,31
100,5,85,"Female",0,12,0,1,0,1,36
108,9,85,"Male",20,12,0,1,0,1,34
105,10,85,"Male",31,12,0,1,1,1,26
78,3,85,"Female",20,12,0,1,0,1,27
91,2,85,"Female",0,12,0,1,0,1,33
105,10,85,"Male",1,12,1,1,1,1,35
112,10,85,"Male",0,12,0,1,0,1,30
123,10,85,"Male",31,12,1,1,1,1,19
82,2,85,"Male",20,12,0,1,1,1,22
98,8,85,"Male",20,12,1,1,1,1,14
102,10,85,"Female",1,12,1,1,1,1,23
125,10,85,"Female",0,12,0,1,0,1,17
101,10,85,"Female",0,12,0,1,0,1,18
93,3,85,"Male",31,12,0,1,0,1,15
106,10,85,"Female",1,12,1,1,0,1,16
93,4,85,"Female",1,12,1,1,1,1,1
84,2,86,"Male",20,12,0,4,0,1,3
73,3,86,"Female",20,12,1,1,0,1,6
125,10,86,"Female",1,12,1,1,1,1,2
105,8,86,"Female",20,12,1,1,1,1,1
127,10,86,"Male",1,12,1,1,1,1,5
98,9,86,"Female",20,12,0,1,0,1,4
125,8,87,"Male",0,12,0,1,0,1,21
102,4,87,"Male",20,12,0,1,0,1,19
98,3,87,"Male",0,12,0,1,0,1,6
120,9,87,"Female",0,12,1,1,1,1,29
95,8,87,"Male",0,12,0,1,0,1,20
83,2,87,"Male",0,12,0,1,0,1,8
96,2,87,"Male",0,12,0,1,0,1,23
102,4,87,"Male",20,12,0,1,0,1,30
118,10,87,"Male",0,12,0,1,1,1,1
78,4,87,"Male",0,12,0,1,0,1,2
78,2,87,"Male",0,12,0,1,1,1,18
90,5,87,"Male",20,12,1,1,1,1,22
96,6,87,"Male",0,12,0,4,0,1,15
73,1,87,"Male",0,12,0,4,0,1,4
107,9,87,"Female",20,12,0,1,0,1,16
131,10,87,"Male",0,12,1,1,0,1,3
88,10,87,"Female",1,12,1,1,1,1,17
79,5,87,"Male",20,12,0,1,0,1,35
72,2,87,"Female",0,12,0,1,0,1,41
106,8,87,"Female",0,12,1,1,1,1,11
113,10,87,"Male",20,12,0,1,0,1,36
83,2,87,"Female",0,12,1,1,1,1,34
106,4,87,"Male",20,12,0,4,0,1,33
112,10,87,"Female",1,12,1,1,1,1,14
125,10,87,"Female",20,12,1,1,1,1,7
133,10,87,"Female",1,12,0,1,0,1,12
100,5,87,"Female",31,12,0,1,0,1,13
119,10,87,"Female",0,12,1,1,0,1,10
110,8,87,"Male",0,12,0,1,0,1,28
99,9,87,"Female",0,12,0,1,0,1,25
77,2,87,"Male",0,12,0,1,0,1,27
84,8,87,"Male",20,12,1,1,1,1,26
99,6,87,"Female",31,12,0,1,0,1,32
107,4,87,"Male",1,12,1,1,0,1,31
122,10,87,"Male",1,12,0,1,0,1,40
86,7,87,"Female",0,12,1,1,1,1,5
107,8,87,"Female",0,12,0,1,0,1,37
99,9,87,"Female",20,12,0,1,0,1,24
85,8,87,"Male",20,12,0,1,0,1,39
93,5,87,"Female",0,12,0,1,0,1,38
96,3,87,"Male",20,12,1,1,0,1,9
99,4,87,"Male",0,12,1,4,0,1,50
94,3,87,"Male",0,12,0,1,0,1,46
98,2,87,"Male",0,12,0,1,0,1,47
114,9,87,"Male",20,12,1,1,0,1,48
94,3,87,"Male",31,12,1,1,0,1,49
73,2,87,"Female",0,12,0,1,0,1,42
112,10,87,"Male",1,12,1,1,1,1,51
92,5,87,"Female",0,12,0,1,1,1,52
94,5,87,"Male",20,12,1,1,1,1,44
120,10,87,"Male",20,12,0,1,0,1,43
98,5,88,"Male",20,12,1,1,0,1,23
103,10,88,"Female",20,12,0,1,0,1,22
133,10,88,"Female",20,12,1,1,1,1,16
78,9,88,"Male",20,12,1,1,1,1,18
119,10,88,"Female",1,12,1,1,0,1,17
106,10,88,"Female",1,12,1,1,1,1,1
121,10,88,"Male",1,12,1,1,1,1,19
126,10,88,"Female",1,12,1,1,1,1,20
103,9,88,"Male",20,12,0,1,0,1,21
117,10,88,"Female",20,12,1,1,1,1,14
99,6,88,"Male",0,12,0,1,0,1,12
111,10,88,"Female",20,12,0,1,0,1,7
110,10,88,"Female",20,12,1,1,1,1,9
119,9,88,"Male",1,12,1,1,1,1,10
112,9,88,"Male",1,12,1,1,1,1,4
124,10,88,"Male",0,12,0,1,1,1,13
88,5,88,"Male",0,12,0,1,0,1,2
112,10,88,"Female",20,12,1,1,1,1,8
103,10,88,"Male",20,12,1,1,1,1,3
121,10,88,"Female",20,12,1,1,0,1,5
106,9,88,"Female",31,12,1,1,1,1,24
114,10,88,"Male",20,12,1,1,0,1,28
108,10,88,"Female",1,12,0,1,1,1,6
95,7,88,"Male",1,12,1,1,1,1,11
125,10,88,"Female",1,12,1,1,1,1,15
113,10,88,"Female",1,12,1,1,1,1,25
102,3,88,"Male",31,12,0,1,0,1,26
93,7,88,"Female",0,12,1,1,1,1,27
108,5,89,"Female",31,12,1,1,0,1,5
100,4,90,"Male",0,12,0,1,0,1,1
101,10,90,"Female",0,12,0,1,0,1,7
117,10,90,"Female",1,12,0,1,0,1,2
88,3,90,"Male",20,12,0,1,0,1,6
118,10,90,"Female",0,12,0,1,0,1,5
108,10,90,"Female",0,12,0,1,1,1,4
100,3,90,"Male",0,12,0,1,1,1,3
99,2,92,"Male",0,12,0,1,1,1,5
93,2,93,"Male",0,12,0,4,1,1,5
83,2,93,"Female",0,12,0,1,0,1,6
83,2,93,"Male",0,12,0,1,0,1,12
94,9,93,"Male",20,12,0,1,0,1,7
111,10,93,"Male",0,12,0,1,0,1,1
123,10,93,"Male",31,12,0,1,1,1,30
106,7,93,"Female",0,12,0,1,0,1,31
128,10,93,"Female",20,12,1,1,1,1,32
101,2,93,"Male",0,12,0,1,0,1,13
75,2,93,"Male",0,12,0,4,0,1,11
103,4,93,"Male",0,12,0,1,0,1,8
130,10,93,"Female",31,12,0,1,0,1,4
70,2,93,"Female",0,12,0,1,0,1,2
116,10,93,"Female",20,12,0,1,1,1,3
85,1,93,"Male",0,12,0,1,0,1,10
112,10,93,"Male",0,12,0,1,0,1,9
82,2,93,"Male",0,12,0,4,0,1,24
103,10,93,"Male",20,12,0,1,0,1,15
84,5,93,"Female",20,12,0,1,1,1,29
93,7,93,"Male",0,12,0,1,0,1,27
121,3,93,"Male",0,12,1,1,0,1,16
94,3,93,"Male",20,12,1,1,1,1,14
136,10,93,"Female",1,12,1,1,1,1,21
107,5,93,"Female",0,12,0,1,1,1,23
86,3,93,"Female",0,12,0,1,0,1,25
89,2,93,"Female",31,12,1,1,1,1,26
129,10,93,"Male",20,12,0,1,0,1,22
106,10,93,"Male",20,12,1,1,1,1,28
100,5,93,"Male",0,12,1,1,1,1,18
99,8,93,"Female",0,12,0,4,0,1,20
91,3,93,"Male",0,12,0,1,0,1,17
118,10,93,"Female",31,12,1,1,1,1,19
115,10,94,"Female",1,12,0,1,0,1,13
82,2,94,"Male",0,12,1,1,0,1,11
101,10,94,"Male",20,12,0,1,0,1,9
96,7,94,"Female",0,12,0,1,0,1,12
93,6,94,"Female",20,12,0,1,0,1,8
104,6,94,"Male",1,12,0,1,0,1,6
105,10,94,"Male",0,12,1,2,1,1,2
103,8,94,"Female",1,12,0,1,0,1,4
117,10,94,"Female",20,12,0,1,0,1,5
109,10,94,"Female",1,12,1,1,1,1,14
103,4,94,"Male",20,12,0,4,0,1,1
93,4,94,"Female",0,12,0,1,0,1,3
134,10,134,"Male",0,12,0,1,1,1,5
100,2,108,"Female",0,13,1,1,1,1,30
110,10,109,"Female",0,13,0,2,0,1,23
105,9,109,"Male",0,13,0,1,1,1,21
91,3,109,"Male",0,13,0,1,0,1,2
92,6,109,"Female",20,13,0,2,1,1,6
110,10,109,"Male",20,13,0,1,0,1,20
127,9,109,"Female",20,13,1,1,1,1,22
105,8,109,"Male",0,13,1,2,1,1,9
110,10,109,"Male",20,13,1,1,1,1,7
96,4,109,"Male",20,13,1,1,1,1,13
70,2,109,"Male",0,13,0,1,0,1,29
120,10,109,"Male",20,13,1,1,0,1,28
95,6,109,"Male",0,13,1,1,0,1,36
115,10,109,"Male",0,13,0,2,1,1,35
118,7,109,"Male",0,13,0,1,0,1,5
104,10,109,"Female",0,13,0,1,0,1,4
90,2,109,"Male",0,13,0,1,0,1,25
84,3,109,"Male",31,13,0,1,1,1,41
99,8,109,"Male",1,13,1,1,1,1,39
104,6,109,"Female",0,13,0,1,0,1,31
103,9,113,"Male",1,13,1,2,1,1,31
107,8,113,"Female",0,13,0,2,1,1,12
103,8,113,"Female",20,13,1,2,1,1,21
112,10,114,"Male",31,13,0,1,0,1,6
105,9,114,"Male",0,13,0,1,1,1,3
101,9,114,"Female",20,13,0,1,0,1,14
108,10,114,"Male",0,13,0,1,0,1,2
115,8,114,"Male",20,13,1,1,0,1,5
90,4,114,"Male",0,13,1,1,1,1,9
98,9,114,"Male",20,13,0,1,0,1,11
90,3,114,"Female",31,13,0,1,1,1,12
110,9,114,"Female",31,13,0,1,0,1,8
105,9,114,"Female",31,13,1,1,1,1,13
109,10,114,"Male",0,13,1,1,1,1,16
116,8,114,"Male",20,13,0,1,0,1,18
107,10,114,"Male",1,13,1,1,0,1,27
108,9,114,"Female",0,13,0,1,0,1,15
112,5,114,"Female",0,13,0,1,1,1,17
88,2,114,"Female",0,13,0,1,0,1,19
106,9,114,"Female",0,13,0,1,0,1,20
100,7,114,"Female",0,13,0,1,0,1,4
108,7,114,"Female",20,13,0,1,0,1,23
98,5,114,"Female",0,13,0,1,0,1,24
109,8,114,"Female",0,13,0,1,0,1,1
93,10,114,"Male",0,13,0,1,1,1,25
84,3,114,"Male",0,13,0,1,0,1,26
113,7,114,"Female",20,13,1,1,0,1,22
92,9,114,"Female",0,13,0,1,0,1,21
111,10,114,"Male",0,13,0,1,0,1,10
102,7,114,"Female",0,13,1,1,1,1,30
123,10,114,"Female",0,13,0,1,0,1,29
96,5,114,"Male",20,13,0,1,0,1,28
98,6,114,"Male",20,13,0,1,0,1,33
116,7,114,"Female",0,13,0,1,0,1,32
101,3,114,"Male",31,13,0,1,0,1,31
76,3,114,"Male",0,13,0,1,0,1,39
106,10,114,"Female",0,13,0,1,0,1,38
100,4,114,"Male",0,13,0,1,1,1,36
99,9,114,"Male",0,13,0,1,0,1,37
93,5,114,"Male",20,13,1,1,0,1,34
115,6,114,"Female",0,13,1,1,0,1,35
84,2,114,"Female",0,13,0,1,0,1,40
122,8,115,"Female",31,13,1,1,0,1,1
114,10,116,"Female",20,13,1,2,1,1,50
84,3,117,"Male",20,13,1,1,0,1,1
93,7,117,"Female",0,13,0,1,0,1,13
89,2,117,"Female",0,13,0,1,0,1,14
78,2,117,"Male",31,13,0,1,1,1,2
70,2,117,"Female",0,13,0,1,0,1,18
86,2,117,"Female",0,13,0,1,0,1,3
89,5,117,"Male",0,13,0,1,0,1,19
79,3,117,"Male",0,13,1,1,1,1,15
70,2,117,"Female",0,13,0,1,0,1,4
125,10,117,"Male",20,13,0,1,0,1,5
89,3,117,"Male",0,13,0,1,0,1,9
90,8,117,"Male",20,13,0,1,0,1,12
90,1,117,"Male",0,13,0,1,0,1,17
81,2,117,"Female",0,13,0,1,0,1,16
110,3,117,"Female",0,13,0,1,0,1,8
91,2,117,"Female",0,13,0,1,0,1,7
72,1,117,"Female",0,13,1,1,1,1,11
109,8,117,"Male",1,13,0,1,0,1,6
96,4,118,"Female",20,13,1,1,0,1,1
109,5,118,"Female",0,13,0,2,1,1,3
92,8,122,"Female",31,13,0,1,0,1,19
98,5,134,"Male",0,13,0,1,0,1,27
131,10,134,"Male",31,13,0,1,1,1,2
105,10,134,"Male",31,13,0,1,0,1,10
88,3,134,"Female",31,13,0,1,1,1,16
104,8,134,"Male",0,13,0,1,0,1,26
117,9,134,"Female",31,13,0,1,0,1,28
96,7,134,"Female",0,13,0,1,1,1,6
103,7,134,"Female",0,13,1,1,1,1,8
86,2,134,"Female",0,13,1,1,1,1,4
98,3,134,"Male",31,13,0,1,0,1,7
98,2,134,"Male",20,13,0,1,0,1,11
103,8,134,"Female",0,13,0,1,0,1,9
95,6,134,"Male",31,13,0,1,0,1,3
120,10,134,"Female",0,13,0,1,0,1,13
121,10,134,"Male",20,13,0,1,0,1,12
125,9,134,"Male",0,13,0,1,0,1,21
93,2,134,"Female",0,13,1,1,0,1,37
121,9,134,"Male",31,13,0,1,1,1,15
96,9,134,"Male",0,13,0,1,0,1,38
115,9,134,"Female",0,13,0,1,0,1,36
105,9,134,"Female",31,13,1,1,1,1,20
82,2,134,"Male",0,13,0,1,0,1,18
128,9,134,"Male",0,13,0,1,1,1,19
101,2,134,"Female",20,13,0,1,0,1,1
109,9,134,"Male",0,13,0,1,0,1,33
96,2,134,"Female",0,13,0,1,1,1,34
91,1,134,"Male",0,13,0,1,0,1,32
107,4,134,"Female",0,13,0,1,0,1,35
108,10,134,"Female",20,13,0,1,0,1,39
102,10,134,"Female",20,13,1,1,1,1,31
114,8,134,"Female",31,13,1,1,1,1,29
100,3,134,"Female",0,13,0,1,1,1,30
94,4,134,"Male",0,13,0,1,0,1,17
95,8,134,"Male",20,13,0,1,0,1,25
122,5,134,"Female",0,13,1,1,1,1,23
84,3,134,"Female",0,13,0,1,0,1,24
91,4,135,"Female",0,13,0,1,0,1,6
115,10,135,"Male",1,13,1,1,1,1,7
109,5,135,"Male",0,13,1,1,0,1,29
111,8,135,"Female",20,13,1,1,1,1,24
93,9,135,"Male",0,13,0,2,0,1,25
100,10,135,"Male",31,13,1,1,0,1,40
92,4,135,"Female",0,13,1,1,1,1,39
84,2,135,"Male",0,13,0,1,0,1,8
93,2,135,"Female",0,13,0,1,0,1,42
89,6,135,"Female",0,13,0,1,0,1,5
112,6,135,"Female",0,13,0,1,0,1,43
84,5,135,"Male",0,13,1,1,1,1,20
101,3,135,"Female",0,13,0,1,0,1,21
96,8,135,"Female",31,13,1,1,1,1,22
105,3,135,"Female",0,13,0,1,0,1,2
99,6,135,"Female",0,13,0,1,0,1,1
101,5,135,"Female",0,13,0,1,1,1,23
89,2,135,"Male",0,13,0,1,0,1,27
90,4,135,"Male",31,13,0,1,0,1,28
104,9,135,"Female",0,13,0,1,0,1,19
77,3,135,"Female",0,13,0,1,0,1,17
93,5,135,"Male",0,13,1,1,0,1,18
108,10,135,"Male",0,13,0,1,1,1,4
77,5,135,"Male",0,13,0,1,0,1,13
106,8,135,"Female",20,13,0,1,0,1,11
103,5,135,"Male",0,13,0,1,0,1,12
74,2,135,"Female",20,13,0,2,1,1,3
103,2,135,"Female",0,13,1,1,1,1,16
92,4,135,"Female",31,13,1,1,0,1,9
82,2,135,"Female",0,13,0,1,0,1,14
84,5,135,"Male",31,13,0,1,0,1,15
90,7,135,"Female",0,13,0,1,0,1,31
96,5,135,"Male",0,13,0,1,0,1,37
110,10,135,"Male",0,13,0,2,0,1,38
74,3,135,"Male",1,13,0,1,0,1,35
116,6,135,"Female",31,13,0,1,0,1,30
105,5,135,"Female",0,13,0,1,1,1,34
110,3,136,"Male",0,13,1,1,0,1,30
99,5,136,"Female",0,13,0,1,0,1,25
74,1,136,"Female",0,13,0,2,1,1,32
96,2,140,"Male",20,13,0,1,0,1,19
83,2,140,"Male",0,13,1,1,1,1,17
88,2,140,"Female",0,13,0,4,0,1,14
113,4,140,"Male",20,13,0,1,0,1,18
103,2,140,"Female",20,13,0,1,0,1,20
108,10,140,"Male",0,13,0,1,0,1,13
110,9,140,"Male",1,13,1,2,1,1,21
102,2,140,"Female",0,13,0,1,0,1,8
101,7,140,"Male",0,13,0,1,0,1,6
121,6,140,"Female",20,13,1,1,0,1,11
102,2,140,"Female",0,13,0,1,0,1,10
100,7,140,"Male",0,13,0,1,0,1,9
70,1,140,"Male",0,13,0,1,1,1,16
80,2,140,"Male",0,13,0,1,0,1,7
85,3,140,"Female",0,13,0,1,0,1,22
94,2,140,"Female",0,13,0,1,0,1,4
94,6,140,"Male",20,13,0,1,0,1,3
84,4,140,"Male",0,13,0,1,0,1,1
98,6,140,"Male",1,13,0,1,0,1,2
101,9,140,"Male",31,13,1,1,1,1,15
91,5,140,"Male",0,13,1,1,1,1,5
96,5,142,"Female",31,13,1,1,0,1,24
111,10,142,"Male",1,13,0,1,1,1,28
119,10,142,"Female",20,13,1,1,1,1,29
102,10,142,"Female",0,13,0,1,0,1,26
114,9,142,"Female",0,13,0,1,1,1,25
104,9,142,"Male",0,13,1,1,0,1,34
99,10,142,"Female",20,13,0,1,0,1,23
98,9,142,"Female",20,13,0,1,0,1,35
100,7,142,"Male",20,13,0,1,0,1,27
105,10,142,"Female",0,13,1,1,1,1,31
102,9,142,"Male",0,13,0,1,1,1,33
96,3,142,"Male",31,13,0,1,0,1,30
135,10,142,"Female",0,13,0,1,1,1,32
104,8,142,"Male",31,13,1,1,0,1,9
105,8,142,"Female",0,13,0,1,0,1,18
104,7,142,"Male",0,13,0,2,0,1,8
99,9,142,"Female",31,13,0,1,1,1,12
122,10,142,"Male",20,13,0,1,1,1,10
120,4,142,"Male",0,13,1,1,0,1,14
105,3,142,"Female",0,13,1,1,0,1,15
111,7,142,"Female",1,13,0,1,0,1,17
101,6,142,"Male",31,13,0,1,0,1,13
96,5,142,"Female",20,13,1,1,1,1,16
85,2,142,"Male",20,13,0,1,0,1,4
108,8,142,"Female",20,13,1,2,0,1,2
111,7,142,"Male",31,13,0,1,0,1,5
113,10,142,"Male",31,13,1,1,0,1,1
103,8,142,"Female",20,13,0,2,1,1,3
95,9,142,"Male",31,13,1,1,1,1,11
108,10,142,"Female",20,13,0,1,0,1,20
109,10,142,"Male",1,13,0,1,0,1,19
94,4,142,"Female",0,13,0,1,0,1,22
135,10,142,"Female",31,13,1,1,1,1,7
122,10,142,"Male",20,13,0,1,0,1,21
106,10,49,"Female",20,14,0,1,1,1,2
88,10,49,"Female",1,14,1,1,1,1,12
89,1,97,"Female",0,14,0,1,0,1,4
101,3,97,"Female",0,14,1,1,1,1,3
103,3,97,"Female",0,14,0,1,0,1,2
112,2,97,"Male",0,14,1,1,1,1,1
84,2,97,"Male",0,14,0,4,0,1,5
112,10,99,"Female",31,14,1,1,1,1,20
108,9,99,"Male",20,14,1,1,1,1,21
116,10,99,"Male",1,14,1,1,0,1,22
117,10,99,"Male",20,14,0,1,0,1,12
119,10,99,"Female",0,14,1,1,0,1,13
104,4,99,"Male",1,14,1,1,1,1,2
118,6,99,"Male",0,14,0,1,1,1,17
130,10,99,"Male",0,14,0,2,0,1,18
76,3,99,"Male",0,14,0,1,0,1,23
79,2,99,"Female",31,14,0,4,0,1,15
104,10,99,"Male",0,14,0,1,0,1,19
85,6,99,"Female",20,14,1,4,1,1,14
105,10,99,"Male",20,14,0,1,1,1,11
128,10,99,"Female",20,14,0,1,1,1,4
118,10,99,"Male",20,14,0,1,0,1,7
106,8,99,"Male",0,14,0,1,0,1,8
91,10,99,"Female",20,14,1,1,1,1,10
106,7,99,"Female",0,14,0,1,0,1,5
86,2,99,"Male",0,14,1,1,0,1,6
111,10,99,"Female",0,14,0,1,0,1,1
110,9,99,"Female",20,14,1,1,1,1,3
107,7,99,"Female",20,14,1,2,1,1,9
129,10,101,"Female",1,14,0,2,0,1,28
81,1,101,"Male",0,14,0,4,0,1,2
106,9,103,"Male",20,14,1,2,1,1,1
94,4,104,"Female",20,14,0,1,0,1,39
103,10,104,"Male",20,14,0,1,0,1,40
75,2,104,"Male",20,14,1,4,1,1,37
100,3,104,"Male",0,14,1,1,1,1,38
108,9,104,"Female",0,14,0,1,0,1,36
105,10,104,"Male",0,14,1,1,1,1,32
105,7,104,"Male",0,14,1,1,1,1,18
100,10,104,"Male",31,14,1,1,0,1,22
104,10,104,"Female",20,14,0,1,1,1,42
102,6,104,"Female",20,14,0,1,0,1,20
100,7,104,"Male",20,14,0,1,0,1,33
90,6,104,"Female",0,14,0,1,0,1,35
100,2,104,"Male",31,14,1,1,1,1,41
101,10,104,"Male",20,14,0,1,0,1,34
80,3,104,"Female",0,14,0,1,0,1,15
103,4,104,"Female",0,14,1,1,1,1,25
93,8,104,"Female",0,14,1,1,1,1,26
129,9,104,"Female",20,14,0,1,1,1,24
106,6,104,"Female",0,14,0,1,1,1,31
116,10,104,"Female",20,14,0,1,0,1,1
110,10,104,"Female",20,14,0,1,0,1,16
85,3,104,"Male",20,14,1,1,0,1,28
114,9,104,"Male",20,14,0,1,0,1,13
108,9,104,"Male",0,14,1,1,1,1,23
101,9,104,"Female",20,14,1,1,1,1,30
115,10,104,"Female",0,14,0,1,0,1,29
88,5,104,"Female",20,14,1,1,0,1,27
106,2,104,"Male",0,14,0,1,0,1,6
